"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","NOTES"
"93",8,"Parker Washington",JAC,"WR40","7","Parker Washington flashed legitimate breakout potential late in 2025, thriving as Jacksonville’s primary slot weapon once injuries opened up additional opportunity in the offense. The former Penn State receiver was extremely productive down the stretch (over 14 PPG from Weeks 9-18), dominating air yards and target share while showcasing strong efficiency metrics. However, his second-half surge also coincided with Travis Hunter’s injury absence, and the Jaguars now enter 2026 with a much healthier and deeper WR room. Washington proved he can capitalize on expanded volume, but his weekly role could become far less stable if Jacksonville deploys him primarily in three-WR sets."
"94",8,"Jakobi Meyers",JAC,"WR41","7","Jakobi Meyers continues to be one of fantasy football’s most underrated receivers, quickly becoming Trevor Lawrence’s trusted target after arriving in Jacksonville midseason. Meyers immediately stepped into a major role in Liam Coen’s offense and maintained steady production even after Brian Thomas Jr. returned to the lineup. His reliability, route-running, and ability to command targets have quietly made him one of the league’s more productive possession receivers over the last several seasons. With a full offseason to build chemistry in Jacksonville, Meyers profiles as a strong value WR3 with a safer weekly floor than most players in his draft range."
"95",8,"Blake Corum",LAR,"RB34","11","Blake Corum is one of the best handcuffs in fantasy. He looked back to his pre-injury form (finally) last year. After all of the injuries he sustained at Michigan, I didn’t know if we’d ever see the early collegiate version of Corum again, but he was excellent last year on a per-touch basis. After Week 1, he was a viable touchdown or bust flex as the RB46 in fantasy points per game with four top 24 finishes in weekly scoring among backs. He doesn’t offer much in the passing game with only 14 targets and 4.5 yards per reception last year, but he’s a damn good rusher on early downs. Among 49 qualifying backs, Corum ranked sixth in explosive run rate and 11th in missed tackle rate (per Fantasy Points Data). He’s a fine high-end handcuff stash or later round flier that could be an emergency flex during the season."
"96",8,"Michael Pittman Jr.",PIT,"WR42","9","Michael Pittman Jr. quietly remained productive in 2025 despite losing ground to Alec Pierce in the Colts offense and dealing with declining efficiency. Now in Pittsburgh, Pittman projects as a reliable possession receiver who could quickly become Aaron Rodgers’ preferred underneath target. His fantasy ceiling may be limited compared to DK Metcalf’s splash-play upside, but Pittman’s volume and red-zone involvement should keep him firmly in the WR3 mix in a pass-happier offense led by HC MIke McCarthy. If the Steelers lean heavily on quick-game concepts, Pittman could easily lead the team in receptions/targets."
"97",8,"J.K. Dobbins",DEN,"RB35","10","J.K. Dobbins returns to Denver this season as their early down hammer. It’s tough to count on him for a full season at this point, but while he’s out there, he should be a nice RB2/flex play this season. Last year, Dobbins did see his season cut short with a foot injury. In Weeks 1-10, he was the RB24 in fantasy points per game, averaging 16.4 touches and 80.6 total yards. The bulk of that work was in the rushing department as he averaged only 1.4 targets and 3.7 receiving yards per game. He had only four games in which he saw more than one target, and he never saw more than two targets in any game. Dobbins was on pace for 260 carries and 1,313 rushing yards before his injury, so his value on early downs is quite nice. Among 49 qualifying backs, he ranked third in explosive run rate and eighth in missed tackle rate (per Fantasy Points Data). Dobbins should return RB2/touchdown-dependent flex value this season."
"98",8,"Patrick Mahomes II",KC,"QB13","5","Patrick Mahomes’ fantasy appeal has diminished in recent years, and now the nine-year veteran is trying to recover from a major knee injury. Mahomes tore the ACL and LCL in his left knee late in the Chiefs’ Week 15 loss to the Chargers in mid-December. Reports say he has been rehabbing aggressively in hopes of starting the Chiefs’ Monday-night season opener against the Broncos on Sept. 14, which comes three days before his 31st birthday. Even if Mahomes is able to return for Week 1, his mobility could be compromised. Mahomes’ rushing production helped him get off to a fast fantasy start in 2025. Through eight weeks, he was QB1 in fantasy scoring at 25 points per game, fueled in part by 280 rushing yards and four TD runs. Mahomes finished the year tied for QB2 in fantasy points per game behind Josh Allen, after finishing QB11 in FPPG (six games minimum) in both 2023 and 2024. Kansas City didn’t make any significant additions to Mahomes’ pass-catching arsenal in the offseason, but the Chiefs added RB Kenneth Walker III, who could make Mahomes’ life easier by providing the Chiefs with a credible running threat."
"99",8,"Bo Nix",DEN,"QB14","10","Bo Nix is something of a fantasy football Rorschach test. The good: Nix has finished QB7 in fantasy scoring in each of his first two NFL seasons; he provides value as a runner, with 786 rushing yards and nine TD runs in 34 regular-season starts; Broncos head coach Sean Payton is regarded as one of the NFL’s better playcallers; and an offseason trade for Jaylen Waddle gives Nix a very good group of pass catchers. The bad: Nix hasn’t fared quite as well in fantasy points per game, ranking QB9 in 2024 and QB11 in 2025; he led the league in pass attempts last season yet still fell short of 4,000 passing yards; and he averaged an unimpressive 6.4 yards per pass attempt last season. Nix offers a relatively safe floor but might have a limited ceiling. Consider him a low-end QB1 or high-end QB2."
"100",8,"Jordan Addison",MIN,"WR43","6","Jordan Addison’s 2025 fall-off was heavily tied to poor quarterback play and an early-season suspension, leading to the least productive fantasy season of his young career. Still, the former first-round pick flashed upside whenever the Vikings received competent QB play, averaging 77 receiving yards per game with Carson Wentz under center. Addison’s downfield role continues to create splash-play potential, but it also makes him more volatile week-to-week. With Kyler Murray now in Minnesota, Addison profiles as a strong bounce-back candidate, although added target competition in the red zone could cap his touchdown upside."
"101",8,"Matthew Stafford",LAR,"QB15","11","Matthew Stafford is coming off an MVP season in which he led the league in passing yards (4,707) and TD passes (46) while throwing only eight interceptions and taking just 23 sacks. He finished QB3 in fantasy scoring despite rushing for one yard all season and zero touchdowns. Stafford dealt with back issues last summer but played all 17 regular-season games plus three playoff games. The 38-year-old Stafford was feeling good enough to sign a contract extension that should keep him around for at least two more seasons. With offensive wizard Sean McVay as his head coach and the dynamic duo of Puka Nacua and Davante Adams at wide receiver, Stafford seems well positioned for another big season."
"102",8,"Ricky Pearsall",SF,"WR44","8","Ricky Pearsall quietly flashed major upside in an injury-shortened 2025 season, posting four games with at least 85 receiving yards while leading the 49ers in receiving yards per game. The opportunity is massive entering 2026 with Jauan Jennings and Brandon Aiyuk gone, George Kittle recovering from a torn Achilles, and San Francisco carrying significant vacated targets and air yards. Pearsall has a realistic path to becoming a featured option in Kyle Shanahan’s offense if he can finally stay healthy. Surrounded by aging veterans and inexperienced competition, the former first-round pick profiles as one of fantasy football’s top breakout candidates."
